movie_id,rating,user_id
1,3.749542961608775,547
2,3.5586206896551724,145
3,3.6411530815109345,2012
4,2.73943661971831,142
5,3.9192982456140353,1140
6,3.084396467124632,1019
7,2.129032258064516,93
8,3.1898054996646548,14910
9,2.6210526315789475,95
10,3.180722891566265,249
11,3.0303030303030303,198
12,3.4175824175824174,546
13,4.552,125
14,3.0254237288135593,118
15,3.286206896551724,290
16,3.0985550203779177,2699
17,2.90320765334834,7108
18,3.7843685879500093,10722
19,3.324675324675325,539
20,3.146551724137931,116
21,3.463302752293578,218
22,2.2463054187192117,203
23,3.55609756097561,615
24,2.9939984996249063,1333
25,3.9701739850869924,1207
26,2.7937212079849854,5861
27,3.5274725274725274,273
28,3.823254175890521,39752
29,3.598470363288719,523
30,3.7618420274800908,118413
31,3.0542986425339365,221
32,4.071736785329018,1854
33,4.168650217706822,6890
34,2.712962962962963,108
35,3.1454112038140645,839
36,3.020234291799787,939
37,3.9893238434163703,281
38,2.0511221945137157,802
39,2.4361702127659575,752
40,2.920570264765784,491
41,1.6344086021505377,93
42,2.328125,128
43,2.5714285714285716,105
44,3.6840371720974003,8501
45,2.9686903398243603,2619
46,3.8064958828911255,6558
47,3.266382978723404,2350
48,3.7109440267335003,3591
49,3.6666666666666665,231
50,3.027439024390244,328
51,3.566666666666667,90
52,3.7571400816009324,5147
53,1.6754385964912282,114
54,2.9874213836477987,159
55,3.024522028262677,2406
56,3.6486633933442443,1833
57,3.6785513756316677,3562
58,3.6120080436656132,17405
59,2.7892156862745097,204
60,2.1491525423728812,295
61,2.9523809523809526,147
62,3.6241379310344826,290
63,3.25,184
64,2.4210526315789473,95
65,2.3294573643410854,258
66,2.2951807228915664,166
67,2.557093425605536,289
68,4.14259927797834,2216
69,3.293103448275862,116
70,2.7317784256559765,343
71,3.7700192184497117,1561
72,3.1452513966480447,179
73,3.891566265060241,747
74,3.185567010309278,388
75,2.5707762557077625,219
76,4.090385917400136,2954
77,2.852772466539197,13598
78,2.9416494845360823,4850
79,3.765381218722402,3397
80,2.7992700729927007,274
81,3.4395516413130505,1249
82,3.042016806722689,119
83,3.729331339457381,18724
84,3.2212936046511627,2752
85,4.2518796992481205,266
86,1.9545454545454546,176
87,2.8119658119658117,117
88,3.8353783231083844,978
89,2.6913439635535306,878
90,3.496,625
91,3.8959435626102294,567
92,3.5652173913043477,161
93,2.689655172413793,174
94,3.6842105263157894,342
95,2.5828877005347595,935
96,3.3688524590163933,488
97,3.87182829336114,11508
98,3.9153846153846152,130
99,2.4206349206349205,126
100,2.6538461538461537,78
101,3.3727272727272726,330
102,2.7363636363636363,330
103,3.6555023923444976,209
104,3.6977142857142855,3500
105,3.1302083333333335,192
106,4.097872340425532,940
107,3.3522316043425815,829
108,3.167315175097276,19018
109,2.677064220183486,545
110,3.0338119499768412,2159
111,3.0828824642347397,30127
112,3.00418410041841,239
113,3.8851399856424984,1393
114,3.366822429906542,428
115,3.539039039039039,666
116,3.539076376554174,1126
117,3.46177370030581,981
118,3.432952182952183,19240
119,2.6979166666666665,96
120,2.424778761061947,339
121,3.6161616161616164,99
122,2.911886457717327,3382
123,2.8333333333333335,276
124,2.2662721893491122,169
125,3.3707345286292654,1729
126,3.201858108108108,1184
127,2.630391506303915,3014
128,3.2158273381294964,417
129,2.1481481481481484,756
130,2.2325581395348837,86
131,2.6950354609929077,705
132,3.0746987951807228,830
133,3.737807257120562,2563
134,2.1313131313131315,99
135,4.138020833333333,384
136,2.975,120
137,2.392156862745098,204
138,3.9422340602630266,6007
139,2.5104166666666665,96
140,2.5294117647058822,119
141,2.9761904761904763,126
142,2.8098159509202456,326
143,3.853031645899588,38362
144,3.2006920415224913,289
145,3.074725274725275,455
146,2.420765027322404,366
147,2.16793893129771,131
148,3.304947283049473,22194
149,3.0161290322580645,62
150,2.883018867924528,265
151,1.9545454545454546,176
152,3.9340755293604017,9162
153,2.7476635514018692,321
154,2.9430379746835444,158
155,3.5969387755102042,980
156,3.495170558748013,8179
157,3.3787234042553194,705
158,2.657754010695187,374
159,3.932926829268293,164
160,3.007786429365962,899
161,3.8536209553158707,649
162,2.959915611814346,474
163,2.378238341968912,193
164,2.6273006134969323,652
165,3.9169572798605055,4588
166,3.556332803391627,9435
167,4.0922303573379954,9151
168,3.242424242424242,1353
169,3.388059701492537,335
170,3.181395348837209,215
171,3.7424878836833604,6190
172,3.127329192546584,322
173,3.538908765652952,2236
174,3.319371727748691,191
175,4.003847429519071,90450
176,3.2666666666666666,210
177,2.680497925311203,241
178,3.372863801139306,1931
179,2.458041958041958,286
180,3.833746898263027,2418
181,2.6000562113546937,3558
182,3.0811965811965814,234
183,3.0122699386503067,163
184,3.338345864661654,399
185,3.0574662603395732,2297
186,3.3780068728522337,291
187,3.012170183051524,20049
188,2.7618673989799922,2549
189,3.346466718540001,14137
190,2.0961538461538463,104
191,3.932202188006483,98720
192,3.2,275
193,2.975206611570248,121
194,3.134674922600619,646
195,3.2972972972972974,185
196,3.4675324675324677,154
197,3.478931823775535,81260
198,3.082474226804124,194
199,3.8931820101945984,35509
200,3.007751937984496,129
201,3.4174008810572687,2724
202,3.1047120418848166,382
203,3.15625,96
204,2.708695652173913,230
205,3.3021442495126707,513
206,3.8585766423357666,1096
207,2.86046511627907,258
208,3.3588342440801457,2196
209,4.160759204207638,4373
210,3.151382823871907,687
211,3.555045871559633,654
212,2.7786516853932586,890
213,3.4709936817920735,3482
214,2.9193548387096775,124
215,4.062575210589651,5817
216,3.218212478920742,8895
217,2.9529411764705884,425
218,3.226086956521739,115
